,회사명,거래소코드,회계년도,소속코드_df1,통계청 한국표준산업분류 코드 10차(대분류)_df1,산업코드_df1,산업명_df1,상장일_df1,상장폐지일_df1,현금및현금성자산(IFRS),유동금융자산(IFRS),매출채권 및 기타유동채권(IFRS),상각후원가측정 유가증권(IFRS),매출채권(IFRS),미수금(IFRS),단기대여금(IFRS),선급금(IFRS),기타유동자산(IFRS),상품(IFRS),제품(IFRS),원재료(부재료)(IFRS),토지(IFRS),건물 및 부속설비(IFRS),기계장치(IFRS),차량운반구(IFRS),공구,회원권(IFRS),배출권자산(IFRS),매입채무(IFRS),미지급금(IFRS),미지급비용(IFRS),선수금(IFRS),당기법인세부채(미지급법인세)(IFRS),기타유동부채(IFRS),장기차입금(IFRS),보통주자본금(IFRS),주식발행초과금(IFRS),자기주식(IFRS),기타포괄손익누계액(IFRS),이익준비금(IFRS),미처분이익잉여금(결손금)(IFRS),매출액(수익)(IFRS),제품매출액(IFRS),기타수익(IFRS),종업원 급여비용(IFRS),급여(IFRS),퇴직급여(IFRS),복리후생비(IFRS),보험료(IFRS),여비교통비(IFRS),임차료(IFRS),접대비(IFRS),감가상각비(IFRS),광고선전비(IFRS),차량유지비(IFRS),연구개발비(IFRS),대손상각비(IFRS),기타(IFRS),이자수익(IFRS),외환차손(IFRS).1,외화환산손실(IFRS).1,법인세비용(IFRS),총자본증가율(IFRS),유형자산증가율(IFRS),투자부동산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),정상영업이익증가율(IFRS),순이익증가율(IFRS),총포괄이익증가율(IFRS),종업원1인당 부가가치증가율(IFRS),종업원수증가율(IFRS),종업원1인당 매출액증가율(IFRS),종업원1인당 인건비증가율(IFRS),매출액총이익률(IFRS),매출액정상영업이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본정상영업이익률(IFRS),총자본순이익률(IFRS),자기자본정상영업이익률(IFRS),자기자본순이익률(IFRS),경영자본정상영업이익률(IFRS),경영자본순이익률(IFRS),자본금정상영업이익률(IFRS),자본금순이익률(IFRS),매출원가 대 매출액비율(IFRS),영업비용 대 영업수익비율(IFRS),기타손익비률(IFRS),금융손익비율(IFRS),금융비용부담률(IFRS),외환이익 대 매출액비율(IFRS),광고선전비 대 매출액비율(IFRS),세금과공과 대 세금과공과 차감전순이익률(IFRS),기업순이익률(IFRS),수지비율(관계기업투자손익 제외)(IFRS),인건비 대 총비용비율(IFRS),R & D 투자효율(IFRS),세금과공과 대 총비용비율(IFRS),금융비용 대 총비용비율(IFRS),감가상각비 대 총비용비율(IFRS),감가상각률(IFRS),누적감가상각률(IFRS),이자부담률(IFRS),지급이자율(IFRS),차입금평균이자율(IFRS),유보율(IFRS),사내유보율(IFRS),사내유보 대 자기자본비율(IFRS),적립금비율(재정비율)(IFRS),평균배당률(IFRS),자기자본배당률(IFRS),배당성향(IFRS),1주당매출액(IFRS)(원),1주당순이익(IFRS)(원),1주당 CASH FLOW(IFRS)(원),1주당순자산(IFRS)(원),1주당정상영업이익(IFRS)(원),유동자산구성비율(IFRS),재고자산 대 유동자산비율(IFRS),유동자산 대 비유동자산비율(IFRS),당좌자산구성비율(IFRS),비유동자산구성비율(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),자기자본배율(IFRS),비유동비율(IFRS),비유동장기적합률(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),매출채권비율(IFRS),재고자산 대 순운전자본비율(IFRS),매출채권 대 매입채무비율(IFRS),"매출채권 대 상,제품비율(IFRS)",매입채무 대 재고자산비율(IFRS),부채비율(IFRS),유동부채비율(IFRS),단기차입금 대 총차입금비율(IFRS),비유동부채비율(IFRS),비유동부채 대 순운전자본비율(IFRS),순운전자본비율(IFRS),차입금의존도(IFRS),차입금비율(IFRS),이자보상배율(이자비용)(IFRS),이자보상배율(순금융비용)(IFRS),유보액대비율(IFRS),유보액 대 납입자본배율(IFRS),유동자산집중도(IFRS),비유동자산집중도(IFRS),투자집중도(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 총자본비율(IFRS),CASH FLOW 대 매출액비율(IFRS),정상영업이익대비이자보상배율(IFRS),총자본회전률(IFRS),경영자본회전률(IFRS),자기자본회전률(IFRS),자본금회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),재고자산회전기간(IFRS),"상품,제품회전률(IFRS)","원,부재료회전률(IFRS)",재공품회전률(IFRS),매출채권회전률(IFRS),매출채권회전기간(IFRS),비유동자산회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS),운전자본회전률(IFRS),1회전기간(IFRS),부가가치(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원),종업원1인당 매출액(IFRS)(백만원),종업원1인당 정상영업이익(IFRS)(백만원),종업원1인당 순이익(IFRS)(백만원),종업원1인당 인건비(IFRS)(백만원),노동장비율(IFRS),기계장비율(IFRS),자본집약도(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS),법인세비용차감전(계속사업)손익(IFRS)(백만원),인건비(IFRS)(백만원),금융비용(IFRS)(백만원),임차료(IFRS)(백만원),세금과공과(IFRS)(백만원),감가상각비(IFRS)(백만원),종업원수(IFRS),label_df2
10,(주)셀트리온,68270,2019,1,21,32101,  의료용 물질 및 의약품 제조업 ,2018-02-09,0,546137583.0,81667744.0,826742457.0,0.0,815460634.0,12053847.0,4571616.0,15398403.0,123441.0,20203654.0,163911587.0,107463296.0,291877539.0,335182708.0,174373408.0,587722.0,32693187.0,0.0,0.0,42699750.0,70027651.0,96886956.0,29373988.0,42502567.0,31785071.0,139502097.0,128337853.0,786358491.0,-177062953.0,3000228.0,2281397.0,155370113.0,1128459878.0,0.0,0.0,209351247.0,46378390.0,0.0,6333001.0,0.0,2496519.0,396837.0,1163900.0,2969961.0,7988484.0,0.0,113568073.0,0.0,12945353.0,12056589.0,3354249.0,2168770.0,80588584.0,10.18,4.78,0.0,12.82,7.26,88.26,11.0,14.91,18.07,22.49,18.71,5.89,18.8,-4.1,13.43,56.14,33.81,26.71,10.69,10.36,8.19,13.95,11.48,10.76,8.5,300.66,237.22,43.86,66.19,0.04,0.3,-0.11,0.04,0.71,22.23,8.15,67.18,26.7,2.21,0.71,-0.16,19.61,9.45,21.26,-0.13,2.19,2.14,2188.63,100.0,13.32,100.18,4.96,0.22,0.0,8801.46,2369.0,3696.93,14636.41,2975.78,46.25,17.18,86.05,38.3,53.75,74.43,25.57,2150.66,72.21,64.78,271.61,224.95,83.1,265.52,27.19,1907.2,451.57,13.92,34.35,22.88,71.12,11.47,29.21,29.22,12.83,17.24,35.24,999999999.0,75.7,22.77,152.84,173.39,329.45,42.5,84.66,10.87,37.16,0.0,0.31,0.32,0.41,8.89,1.19,35.6,10.25,0.65,0.76,4.81,75.95,9.06,12.49,108.4,1.39,262.33,0.58,1.25,0.47,0.0,0.0,750558.65,316.65,465.12,172.14,137.26,77.46,319.47,103.81,1740.65,19.45,86.22,259.78,66.51,27.89,72.11,40.16,382031.28,209351.25,-1228.84,1101.15,5584.2,153719.62,2111.0,1
11,(주)셀트리온,68270,2020,1,21,32101,  의료용 물질 및 의약품 제조업 ,2018-02-09,0,684293887.0,14034381.0,1315716455.0,0.0,1253468678.0,64193090.0,4571616.0,19335118.0,25820927.0,15523688.0,178980381.0,175125044.0,301762599.0,357307421.0,194887422.0,704228.0,30438864.0,0.0,0.0,33962627.0,119802762.0,131192402.0,54396814.0,100355643.0,57823841.0,199869876.0,134997805.0,812155732.0,-191825374.0,6298419.0,2281397.0,387018394.0,1849115532.0,0.0,0.0,243184577.0,55148299.0,0.0,5201983.0,0.0,1416851.0,279032.0,1074778.0,3186460.0,5246634.0,0.0,171437188.0,0.0,14125053.0,5722184.0,7322427.0,4431102.0,131449106.0,30.07,2.46,0.0,20.68,40.97,25.31,19.84,63.86,88.34,72.0,77.25,47.11,2.23,68.35,18.76,55.58,38.86,28.43,16.32,16.18,11.84,22.81,17.07,16.74,12.25,545.75,393.23,44.42,61.14,-3.32,-1.52,0.08,-1.23,0.28,20.71,11.88,65.59,19.41,1.12,0.47,0.12,13.88,9.03,19.5,0.12,0.97,1.18,2492.27,100.0,16.08,99.86,1.98,0.08,0.0,13708.51,3873.0,2600.28,17274.88,5327.21,50.13,15.27,100.51,42.47,49.87,68.28,31.72,2450.17,73.04,63.17,238.13,201.76,64.75,325.87,26.33,3687.57,709.56,8.84,46.46,30.83,73.79,15.63,36.7,29.08,15.43,22.59,95.77,428.33,69.41,25.81,116.32,123.79,263.2,25.89,53.25,8.21,22.3,467.27,0.42,0.43,0.59,14.04,1.43,48.24,7.57,0.86,1.02,5.35,68.2,10.36,13.32,106.31,1.79,203.98,0.81,1.98,0.61,0.0,0.0,1081530.12,465.82,783.03,328.9,238.31,92.0,314.78,95.04,2215.54,21.54,119.98,365.66,58.49,22.49,77.51,48.61,657152.02,243184.58,1537.81,0.0,5846.31,173849.8,2158.0,1
12,(주)신화다이나믹스,1770,2012,1,24,32401,  1차 금속 제조업 ,1988-11-23,0,10418555.0,1269000.0,31668762.0,0.0,31376820.0,227675.0,0.0,40540.0,474619.0,0.0,1415833.0,21987439.0,8973944.0,6594562.0,11904691.0,345682.0,482123.0,0.0,0.0,14094430.0,246262.0,70539.0,217648.0,0.0,217648.0,0.0,6074390.0,1410861.0,0.0,-1892.0,0.0,799860.0,93073417.0,68613216.0,24460201.0,4256854.0,998959.0,80548.0,115876.0,64326.0,3676.0,2360.0,47752.0,353707.0,2080.0,31664.0,0.0,297410.0,1330.0,0.0,561948.0,728697.0,131233.0,2.69,-4.93,-1.13,-3.9,5.08,10.29,0.86,-2.32,-10.04,-29.32,4.61,-17.93,0.0,-2.32,4.2,8.29,3.73,0.62,3.85,3.77,0.62,8.71,1.44,3.96,0.66,57.17,9.46,91.71,96.27,-2.97,-2.67,1.57,-1.1,0.0,18.59,2.21,99.25,4.57,0.0,0.0,1.57,1.11,9.1,104.41,2.79,4.05,4.1,559.52,0.0,2.0,84.84,6.0,0.91,63.43,76611.33,473.0,6104.07,32039.93,2858.47,75.06,37.44,300.92,46.96,24.94,42.92,57.08,659.52,58.12,57.17,133.15,83.3,19.8,119.62,150.39,222.62,2216.14,53.73,133.0,131.35,0.0,1.66,3.8,18.69,40.51,94.38,2.27,1.48,36.41,5.6,73.46,25.52,95.51,8.16,11.5,4.66,4.67,2.38,1.01,1.06,2.33,15.32,1.78,6.96,52.42,1.36,2.15,3.72,98.07,52.32,4.68,0.0,2.69,135.82,3.92,5.02,0.78,0.0,0.01,7458.39,87.75,1094.98,40.86,6.76,50.08,212.43,45.5,1098.18,7.99,41.3,192.83,8.01,57.07,42.93,7.7,705.85,4256.85,1459.41,4.12,0.0,1032.16,85.0,1
13,(주)신화다이나믹스,1770,2013,1,24,32401,  1차 금속 제조업 ,1988-11-23,0,5306120.0,0.0,32379181.0,0.0,35572189.0,685703.0,0.0,29937.0,136316.0,0.0,1831630.0,15935072.0,8973944.0,6594562.0,11942281.0,345682.0,498792.0,773041.0,0.0,9550624.0,310941.0,44240.0,195986.0,0.0,195986.0,0.0,6074390.0,1410861.0,0.0,-5661.0,2663600.0,-1879533.0,77052874.0,75918106.0,1134768.0,4235432.0,1040801.0,64827.0,120859.0,61870.0,4369.0,2411.0,41122.0,339845.0,1300.0,33740.0,0.0,203096.0,145251.0,0.0,482839.0,192988.0,-558193.0,-12.77,-5.09,-1.14,-2.21,-16.28,-20.57,-5.86,-17.21,0.0,0.0,-380.04,-45.38,0.0,-17.21,-0.5,4.44,-1.06,-2.59,-0.84,-0.94,-2.29,-2.11,-5.14,-0.99,-2.42,-13.5,-32.91,95.56,101.06,-2.25,-2.13,1.78,-0.34,0.0,0.0,-0.71,103.28,5.26,0.0,0.0,1.71,1.26,9.75,124.04,2.83,4.39,4.11,520.89,0.0,0.85,83.91,3.0,0.48,0.0,63424.37,-1645.0,-530.7,30258.33,-674.92,72.04,35.52,257.63,46.45,27.96,46.32,53.68,620.89,60.37,59.86,135.18,87.17,12.23,153.71,136.48,335.34,1748.58,45.84,115.89,115.05,0.0,0.85,2.09,18.75,40.83,88.14,-0.56,-0.86,38.86,5.21,83.53,29.88,99.37,7.75,10.18,4.16,4.39,-0.6,0.88,0.93,1.98,12.68,1.59,6.52,56.0,1.2,1.89,3.27,111.48,47.45,4.06,0.0,2.43,150.17,3.35,4.38,0.69,0.0,0.0,4073.81,47.93,906.5,-9.65,-23.52,49.83,201.63,37.68,957.95,5.0,23.77,127.21,5.29,103.97,-3.97,-49.07,-2557.15,4235.43,1374.42,4.6,0.0,1016.51,85.0,1
14,(주)신화다이나믹스,1770,2014,1,24,32401,  1차 금속 제조업 ,1988-11-23,0,2719013.0,1080000.0,27583471.0,0.0,30957916.0,548301.0,0.0,30148.0,165021.0,0.0,1705066.0,17499618.0,8973944.0,6594562.0,11958181.0,345682.0,509245.0,773041.0,0.0,8351899.0,198794.0,49864.0,180849.0,0.0,180849.0,0.0,6074390.0,1410861.0,0.0,-7372.0,2681900.0,405000.0,62011801.0,61169128.0,842673.0,4123169.0,1144609.0,5086.0,125658.0,62951.0,1870.0,3623.0,42522.0,296788.0,1300.0,35501.0,0.0,88942.0,68422.0,0.0,221436.0,10341.0,478906.0,-8.69,-5.32,-1.16,-8.56,-8.73,5.52,0.27,-19.52,0.0,0.0,0.0,78.16,-1.18,-18.56,-1.49,7.39,2.38,0.82,1.98,1.89,0.65,3.9,1.34,2.0,0.69,24.26,8.32,92.61,97.62,-0.79,-1.24,1.75,0.51,0.0,48.65,2.04,98.44,6.65,0.0,0.0,1.75,1.57,10.29,147.57,2.71,4.29,3.84,522.56,0.0,1.07,83.96,4.0,0.64,48.07,51043.64,416.0,3384.22,30291.57,1213.22,72.0,41.07,257.15,42.43,28.0,50.86,49.14,622.56,55.05,54.05,149.37,88.03,7.59,124.28,124.25,327.16,1602.54,37.99,96.61,94.77,0.0,1.84,3.94,23.8,36.29,71.36,1.27,1.91,42.69,5.23,90.46,35.14,113.74,4.74,6.42,2.33,2.8,1.36,0.8,0.84,1.64,10.21,1.55,6.93,52.69,1.11,1.79,2.9,126.03,35.07,3.71,0.0,2.09,174.67,2.85,3.72,0.65,0.0,0.0,7172.64,85.39,738.24,17.55,6.02,49.09,193.18,29.93,885.14,9.65,44.2,285.26,11.57,57.48,42.52,7.05,984.39,4123.17,1085.52,4.04,0.0,975.52,84.0,1
15,(주)신화다이나믹스,1770,2015,1,24,32401,  1차 금속 제조업 ,1988-11-23,0,4336663.0,528000.0,25522056.0,0.0,25359949.0,132276.0,0.0,30041.0,111787.0,0.0,1627688.0,15147962.0,8973944.0,6594562.0,11991521.0,353944.0,522180.0,773041.0,0.0,6314454.0,142619.0,64375.0,58600.0,0.0,58600.0,0.0,6074390.0,1410861.0,0.0,-7716.0,2706190.0,1981288.0,57212357.0,56396530.0,815827.0,4196772.0,1140067.0,68912.0,126449.0,38054.0,3889.0,2669.0,43356.0,298904.0,1300.0,31545.0,0.0,1673110.0,15993.0,0.0,212784.0,9398.0,586271.0,-6.43,-4.72,-1.17,-2.43,-7.98,-14.66,4.23,-7.74,78.64,282.24,550.49,15.06,1.19,-8.82,0.59,12.44,4.6,3.38,3.7,3.66,2.68,6.82,5.0,3.87,2.84,43.35,31.81,87.56,95.4,-0.2,-0.7,1.34,0.64,0.0,23.28,3.75,95.67,7.55,0.0,0.0,1.38,1.56,10.11,173.56,2.3,3.58,3.23,548.9,0.0,5.03,84.61,7.0,1.08,22.01,47093.09,1590.0,5060.25,31458.77,2167.32,70.8,38.09,242.51,43.84,29.2,56.66,43.34,648.9,51.53,50.56,167.57,103.75,14.75,135.16,94.46,401.62,1558.04,33.66,76.51,74.58,0.0,1.93,3.82,28.55,31.85,56.21,3.32,4.28,47.92,5.49,89.84,35.95,114.48,17.01,23.15,7.37,8.97,3.43,0.8,0.84,1.48,9.42,1.72,7.8,46.78,1.11,1.84,2.81,129.98,34.33,3.52,0.0,2.17,168.06,2.78,3.61,0.68,0.0,0.0,8350.79,98.24,673.09,30.98,22.73,49.37,181.9,22.97,818.51,12.0,54.01,427.71,14.6,50.26,49.74,23.14,2518.43,4196.77,766.81,2.67,0.0,866.12,85.0,1
16,(주)신화다이나믹스,1770,2016,1,24,32401,  1차 금속 제조업 ,1988-11-23,0,5450625.0,287852.0,32276016.0,0.0,38056467.0,592682.0,0.0,218033.0,391510.0,0.0,2528256.0,7706354.0,8973944.0,6594562.0,12050021.0,353944.0,552461.0,773041.0,0.0,10088323.0,217245.0,53675.0,58600.0,0.0,58600.0,0.0,6074390.0,1410861.0,0.0,-7562.0,2748690.0,467598.0,70158673.0,69600960.0,557713.0,4769818.0,1145258.0,70038.0,136769.0,59050.0,8493.0,2703.0,51585.0,303192.0,1300.0,26606.0,0.0,710061.0,1762.0,0.0,296342.0,37676.0,223000.0,0.82,-2.73,-1.18,-2.07,2.01,-36.86,-0.18,22.63,-77.0,-70.17,-80.79,-17.54,-2.35,25.58,16.39,7.6,0.86,0.82,0.88,0.87,0.83,1.54,1.46,0.92,0.88,9.97,9.49,92.4,99.14,0.28,-0.26,0.86,0.6,0.0,27.9,1.68,98.88,6.76,0.0,0.0,0.85,0.78,7.11,197.83,1.97,3.21,2.96,547.73,0.0,1.19,84.58,5.0,0.77,52.7,57749.56,474.0,3616.19,31500.29,498.52,71.64,23.57,252.63,54.75,28.36,56.09,43.91,647.73,50.56,49.37,168.31,128.64,18.26,270.47,58.08,317.6,1267.29,85.16,78.27,75.88,0.0,2.39,4.62,29.08,27.09,48.29,0.99,2.33,47.43,5.48,70.92,28.65,94.16,17.11,27.74,7.51,7.51,1.01,1.0,1.07,1.78,11.55,2.3,8.55,42.67,1.41,2.04,4.58,79.62,33.76,6.22,0.0,2.44,149.31,3.49,4.6,0.88,0.0,0.01,6723.81,81.01,845.29,7.3,6.94,57.47,0.0,0.0,0.0,9.59,44.71,388.91,9.58,70.94,29.06,8.57,799.37,4769.82,600.42,2.7,0.0,551.5,83.0,1
17,(주)신화다이나믹스,1770,2017,1,24,32401,  1차 금속 제조업 ,1988-11-23,0,6077438.0,336000.0,24736699.0,0.0,30809629.0,581679.0,0.0,33168.0,42010.0,0.0,2303204.0,13655104.0,8973944.0,6594562.0,12091521.0,418742.0,756529.0,773041.0,0.0,13170069.0,243293.0,54955.0,60898.0,0.0,60898.0,1500000.0,6074390.0,1410861.0,0.0,-8249.0,2778990.0,-2072773.0,61275313.0,60846059.0,429254.0,4641453.0,1201425.0,86162.0,126334.0,68265.0,4538.0,2844.0,66032.0,355464.0,1300.0,24421.0,0.0,5624051.0,67017.0,0.0,341278.0,370542.0,-566143.0,0.14,0.2,-1.2,5.78,-2.1,52.0,-6.38,-12.66,0.0,0.0,-723.16,-52.88,0.0,-12.66,-2.69,10.91,-2.95,-3.39,-2.56,-2.57,-2.96,-4.74,-5.46,-2.76,-3.17,-29.75,-34.22,89.09,102.95,-1.37,-1.96,0.92,-1.04,0.0,0.0,-2.15,104.28,7.21,0.0,0.0,0.88,0.94,8.11,200.37,1.76,3.11,3.07,506.4,100.0,0.89,83.53,2.0,0.33,0.0,50437.42,-1711.0,1587.95,29583.62,-1487.43,70.04,36.6,233.81,44.41,29.96,52.44,47.56,606.4,57.12,53.75,158.22,100.31,19.54,136.16,99.47,186.16,1064.47,73.14,90.69,84.42,91.89,6.27,12.76,25.77,26.34,50.23,-3.14,-3.67,43.79,5.06,81.15,33.4,106.14,9.46,17.09,4.5,5.16,-3.19,0.87,0.93,1.61,10.09,1.91,5.27,69.27,1.23,1.76,4.11,88.91,25.37,5.83,0.0,2.17,168.45,2.99,4.07,0.76,1.0,0.01,3168.29,38.17,738.26,-21.77,-25.04,55.92,0.0,0.0,0.0,4.51,21.03,213.15,5.17,146.5,-46.5,-65.6,-2644.52,4641.45,565.87,2.84,0.0,602.65,83.0,1
18,(주)신화다이나믹스,1770,2018,1,24,32401,  1차 금속 제조업 ,1988-11-23,0,8733108.0,0.0,21590282.0,0.0,22152709.0,11127709.0,0.0,3592.0,57353.0,0.0,2646353.0,10464896.0,8973944.0,6594562.0,12388811.0,201611.0,760745.0,773041.0,0.0,12454331.0,512157.0,51779.0,50000.0,0.0,50000.0,500000.0,6074390.0,1410861.0,0.0,-8162.0,2791090.0,-2486310.0,71644133.0,71177760.0,466373.0,4855253.0,1211598.0,64732.0,124091.0,53814.0,7590.0,2789.0,66527.0,359921.0,1300.0,16441.0,0.0,508484.0,198633.0,0.0,72354.0,17493.0,884629.0,-8.06,-2.96,-1.21,-9.76,-7.34,-15.55,-7.61,16.92,0.0,0.0,0.0,210.31,-7.23,26.03,12.76,9.58,4.44,3.11,4.74,4.72,3.3,8.98,6.28,5.06,3.54,52.36,36.65,90.42,95.56,-0.1,-0.53,0.74,0.22,0.0,28.44,4.09,95.71,7.0,0.0,0.0,0.77,0.89,8.67,228.13,1.67,3.59,3.24,460.28,0.0,-7.31,82.18,2.0,0.36,5.46,58972.29,1833.0,5046.17,27479.65,2617.96,70.59,33.36,240.07,47.05,29.41,52.7,47.3,560.28,55.8,52.62,160.0,106.63,30.65,140.86,88.95,171.99,821.8,81.9,89.74,83.72,96.71,6.03,12.0,26.47,23.54,44.66,5.83,6.84,43.3,4.6,66.15,27.94,84.78,13.19,26.51,6.24,5.62,5.97,1.06,1.14,2.02,11.79,2.24,5.59,65.27,1.51,2.33,4.31,84.6,29.18,6.09,0.0,3.12,117.02,3.58,4.83,0.93,0.54,0.01,9120.72,118.45,930.44,41.31,28.91,63.06,189.9,19.36,838.65,14.12,62.38,611.73,12.73,53.23,46.77,24.41,3110.91,4855.25,532.81,3.2,0.0,618.54,77.0,1
19,(주)신흥,4080,2014,1,46,74605,  도매 및 상품 중개업 ,1991-02-08,0,137949.0,1360104.0,19893385.0,0.0,20638801.0,250.0,125151.0,477834.0,546865.0,25082273.0,5051540.0,1998659.0,9237227.0,19539092.0,533484.0,180273.0,0.0,1254181.0,0.0,9179797.0,1368323.0,702303.0,1542821.0,1646209.0,1701775.0,1016300.0,6733070.0,6040081.0,-775386.0,0.0,3398200.0,31051865.0,124180071.0,42731800.0,5522464.0,17805209.0,10595477.0,868703.0,1142993.0,293659.0,1426402.0,0.0,519127.0,1069588.0,4506893.0,0.0,713724.0,231738.0,638055.0,125503.0,408701.0,36036.0,1711634.0,-4.52,-3.5,-5.14,-3.79,-5.5,-10.41,6.88,0.5,124.54,384.99,225.13,24.19,-2.69,3.32,4.23,27.47,4.9,5.39,4.98,4.81,5.3,7.56,8.42,6.66,7.33,90.34,100.15,72.53,95.1,1.87,-0.35,0.68,0.33,3.63,20.36,5.97,93.46,14.83,0.0,0.0,0.71,2.57,10.02,0.0,1.84,6.24,4.72,1140.27,0.0,37.89,93.16,8.54,0.69,7.77,12935.42,708.0,1131.29,8491.86,633.64,42.45,58.09,73.77,17.79,57.55,67.2,32.8,1228.76,85.64,77.32,165.98,69.57,0.44,65.16,146.12,216.08,87.42,30.16,48.82,38.06,94.02,10.75,42.82,16.88,13.77,20.5,5.73,10.93,62.37,11.43,43.43,58.33,72.34,18.58,44.26,6.09,6.06,7.19,0.98,1.36,1.54,18.44,2.7,14.66,24.91,2.3,5.72,3.86,94.67,4.93,67.17,27.77,6.56,55.68,1.71,3.61,1.38,0.0,0.01,30145.31,88.57,380.32,20.01,22.78,50.68,91.03,1.04,363.08,24.42,89.47,5650.65,24.28,59.06,40.94,22.21,8408.05,17805.21,846.54,0.0,0.0,3085.52,325.0,1
20,(주)신흥,4080,2015,1,46,74605,  도매 및 상품 중개업 ,1991-02-08,0,99261.0,1952861.0,20998863.0,0.0,21954379.0,23146.0,2800.0,430343.0,828159.0,25925386.0,4334506.0,2017291.0,21417410.0,23574633.0,294392.0,166711.0,0.0,1254181.0,0.0,8951163.0,762647.0,642090.0,1761342.0,298973.0,1919875.0,636300.0,6733070.0,6040081.0,-755910.0,0.0,3398200.0,33013441.0,125395067.0,43293392.0,5303085.0,17570435.0,10367370.0,917497.0,1188485.0,321459.0,1400162.0,0.0,466429.0,1102488.0,4857223.0,0.0,652803.0,308471.0,627658.0,136529.0,514140.0,276847.0,1598120.0,10.97,46.15,-10.29,16.96,2.85,-0.34,2.39,0.98,7.13,-56.19,-52.4,-8.73,-1.23,1.65,-1.8,28.22,5.2,2.29,5.15,5.0,2.21,7.77,3.53,6.65,2.93,96.79,43.87,71.78,94.8,-1.63,-0.96,0.69,-0.19,3.87,35.73,2.87,96.47,14.37,0.0,0.0,0.7,2.36,9.16,0.0,1.86,3.4,4.37,1169.36,0.0,40.91,93.29,8.54,0.65,10.86,13061.99,310.0,275.65,8963.09,678.84,39.35,56.28,64.87,17.2,60.65,61.94,38.06,1258.14,97.93,92.46,114.38,50.01,0.21,68.8,447.55,233.15,87.19,29.51,61.45,55.54,97.93,5.91,74.03,4.95,22.43,36.22,6.24,6.2,57.57,11.71,42.39,61.45,84.71,12.95,21.98,4.93,5.39,7.58,0.96,1.28,1.49,18.62,2.71,13.83,26.39,2.36,5.51,4.13,88.45,5.38,62.45,27.59,6.16,59.24,1.63,3.02,1.36,0.0,0.01,25784.36,80.84,386.58,18.54,16.49,49.77,140.35,0.63,412.36,18.82,52.41,8758.51,20.56,68.14,31.86,11.15,4473.05,17570.44,860.0,0.0,0.0,2880.87,321.0,1
21,(주)신흥,4080,2016,1,46,74605,  도매 및 상품 중개업 ,1991-02-08,0,197960.0,1925716.0,19291705.0,0.0,20401302.0,24759.0,0.0,618993.0,1056500.0,18989168.0,3421735.0,1962386.0,20881353.0,22014762.0,583081.0,151854.0,0.0,571376.0,0.0,8748174.0,661115.0,638420.0,1836632.0,304285.0,1965968.0,535300.0,6733070.0,6040081.0,-727779.0,0.0,3398200.0,32904377.0,124367361.0,44683162.0,5453596.0,17602481.0,10530599.0,838889.0,1077310.0,332848.0,1217344.0,0.0,385568.0,1127817.0,4005771.0,0.0,605030.0,154545.0,558390.0,57630.0,881801.0,107927.0,942972.0,-3.99,-5.04,1.57,-3.48,-4.77,-3.67,-0.1,-0.82,-35.11,-60.9,-66.61,-12.49,1.87,-1.66,-1.74,25.4,3.4,0.86,3.2,3.15,0.8,4.99,1.36,4.09,1.04,62.81,17.16,74.6,96.6,-1.78,-1.47,0.74,-0.26,3.22,46.71,1.48,98.4,14.16,0.0,0.0,0.74,2.25,8.9,0.0,1.85,4.11,3.59,1167.7,0.0,42.12,93.25,8.56,0.64,18.38,12954.93,121.0,851.44,9235.79,440.53,39.03,56.93,64.01,16.81,60.97,64.38,35.62,1256.89,94.7,89.0,123.94,53.38,0.48,65.57,294.74,219.04,85.5,29.94,55.32,48.91,97.75,6.41,54.75,7.54,18.09,28.1,4.32,3.21,59.82,11.69,42.31,65.65,80.79,11.55,22.73,4.11,4.35,4.62,0.93,1.2,1.47,18.47,2.51,14.05,25.97,2.36,5.45,4.18,87.4,5.37,62.5,30.47,6.21,58.74,1.52,2.59,1.28,0.0,0.01,23336.27,70.74,380.17,12.54,9.59,48.91,129.45,0.37,394.3,17.74,49.96,4002.23,18.76,75.43,24.57,4.61,2018.6,17602.48,915.4,0.0,0.0,2799.79,327.0,1
