,회사명,거래소코드,회계년도,소속코드_df1,통계청 한국표준산업분류 코드 10차(대분류)_df1,산업코드_df1,산업명_df1,상장일_df1,상장폐지일_df1,현금및현금성자산(IFRS),유동금융자산(IFRS),매출채권 및 기타유동채권(IFRS),상각후원가측정 유가증권(IFRS),매출채권(IFRS),미수금(IFRS),단기대여금(IFRS),선급금(IFRS),기타유동자산(IFRS),상품(IFRS),제품(IFRS),원재료(부재료)(IFRS),토지(IFRS),건물 및 부속설비(IFRS),기계장치(IFRS),차량운반구(IFRS),공구,회원권(IFRS),배출권자산(IFRS),매입채무(IFRS),미지급금(IFRS),미지급비용(IFRS),선수금(IFRS),당기법인세부채(미지급법인세)(IFRS),기타유동부채(IFRS),장기차입금(IFRS),보통주자본금(IFRS),주식발행초과금(IFRS),자기주식(IFRS),기타포괄손익누계액(IFRS),이익준비금(IFRS),미처분이익잉여금(결손금)(IFRS),매출액(수익)(IFRS),제품매출액(IFRS),기타수익(IFRS),종업원 급여비용(IFRS),급여(IFRS),퇴직급여(IFRS),복리후생비(IFRS),보험료(IFRS),여비교통비(IFRS),임차료(IFRS),접대비(IFRS),감가상각비(IFRS),광고선전비(IFRS),차량유지비(IFRS),연구개발비(IFRS),대손상각비(IFRS),기타(IFRS),이자수익(IFRS),외환차손(IFRS).1,외화환산손실(IFRS).1,법인세비용(IFRS),총자본증가율(IFRS),유형자산증가율(IFRS),투자부동산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),정상영업이익증가율(IFRS),순이익증가율(IFRS),총포괄이익증가율(IFRS),종업원1인당 부가가치증가율(IFRS),종업원수증가율(IFRS),종업원1인당 매출액증가율(IFRS),종업원1인당 인건비증가율(IFRS),매출액총이익률(IFRS),매출액정상영업이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본정상영업이익률(IFRS),총자본순이익률(IFRS),자기자본정상영업이익률(IFRS),자기자본순이익률(IFRS),경영자본정상영업이익률(IFRS),경영자본순이익률(IFRS),자본금정상영업이익률(IFRS),자본금순이익률(IFRS),매출원가 대 매출액비율(IFRS),영업비용 대 영업수익비율(IFRS),기타손익비률(IFRS),금융손익비율(IFRS),금융비용부담률(IFRS),외환이익 대 매출액비율(IFRS),광고선전비 대 매출액비율(IFRS),세금과공과 대 세금과공과 차감전순이익률(IFRS),기업순이익률(IFRS),수지비율(관계기업투자손익 제외)(IFRS),인건비 대 총비용비율(IFRS),R & D 투자효율(IFRS),세금과공과 대 총비용비율(IFRS),금융비용 대 총비용비율(IFRS),감가상각비 대 총비용비율(IFRS),감가상각률(IFRS),누적감가상각률(IFRS),이자부담률(IFRS),지급이자율(IFRS),차입금평균이자율(IFRS),유보율(IFRS),사내유보율(IFRS),사내유보 대 자기자본비율(IFRS),적립금비율(재정비율)(IFRS),평균배당률(IFRS),자기자본배당률(IFRS),배당성향(IFRS),1주당매출액(IFRS)(원),1주당순이익(IFRS)(원),1주당 CASH FLOW(IFRS)(원),1주당순자산(IFRS)(원),1주당정상영업이익(IFRS)(원),유동자산구성비율(IFRS),재고자산 대 유동자산비율(IFRS),유동자산 대 비유동자산비율(IFRS),당좌자산구성비율(IFRS),비유동자산구성비율(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),자기자본배율(IFRS),비유동비율(IFRS),비유동장기적합률(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),매출채권비율(IFRS),재고자산 대 순운전자본비율(IFRS),매출채권 대 매입채무비율(IFRS),"매출채권 대 상,제품비율(IFRS)",매입채무 대 재고자산비율(IFRS),부채비율(IFRS),유동부채비율(IFRS),단기차입금 대 총차입금비율(IFRS),비유동부채비율(IFRS),비유동부채 대 순운전자본비율(IFRS),순운전자본비율(IFRS),차입금의존도(IFRS),차입금비율(IFRS),이자보상배율(이자비용)(IFRS),이자보상배율(순금융비용)(IFRS),유보액대비율(IFRS),유보액 대 납입자본배율(IFRS),유동자산집중도(IFRS),비유동자산집중도(IFRS),투자집중도(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 총자본비율(IFRS),CASH FLOW 대 매출액비율(IFRS),정상영업이익대비이자보상배율(IFRS),총자본회전률(IFRS),경영자본회전률(IFRS),자기자본회전률(IFRS),자본금회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),재고자산회전기간(IFRS),"상품,제품회전률(IFRS)","원,부재료회전률(IFRS)",재공품회전률(IFRS),매출채권회전률(IFRS),매출채권회전기간(IFRS),비유동자산회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS),운전자본회전률(IFRS),1회전기간(IFRS),부가가치(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원),종업원1인당 매출액(IFRS)(백만원),종업원1인당 정상영업이익(IFRS)(백만원),종업원1인당 순이익(IFRS)(백만원),종업원1인당 인건비(IFRS)(백만원),노동장비율(IFRS),기계장비율(IFRS),자본집약도(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS),법인세비용차감전(계속사업)손익(IFRS)(백만원),인건비(IFRS)(백만원),금융비용(IFRS)(백만원),임차료(IFRS)(백만원),세금과공과(IFRS)(백만원),감가상각비(IFRS)(백만원),종업원수(IFRS),label_df2
344,더라미(주),32860,2015,6,38,53803,"  폐기물 수집, 운반, 처리 및 원료 재생업 ",1997-07-04,0,820709.0,1650000.0,1693167.0,0.0,9446585.0,3784521.0,2000.0,12194729.0,262683.0,2069895.0,118157.0,5566791.0,0.0,0.0,0.0,86530.0,180160.0,0.0,0.0,672429.0,278087.0,25456.0,413227.0,0.0,27537849.0,0.0,8534930.0,34295956.0,-3040959.0,0.0,0.0,-54247438.0,55340957.0,0.0,55340957.0,1056083.0,1056083.0,88205.0,138854.0,49327.0,15912.0,84144.0,23521.0,51224.0,3600.0,30917.0,0.0,3320.0,470237.0,0.0,0.0,0.0,0.0,-60.43,-99.52,0.0,-99.47,21.55,-76.87,0.0,-70.2,0.0,0.0,0.0,0.0,22.22,-75.62,-32.25,13.49,1.67,-62.72,2.04,1.68,-62.84,0.0,0.0,3.04,-113.98,4.02,-150.55,86.51,98.33,2.5,-1.83,1.83,-0.99,0.01,0.0,-61.01,96.3,1.76,0.0,0.0,1.69,2.39,17.76,8.84,1.57,0.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218.59,-767.0,-7.65,0.0,20.38,99.1,6.78,10973.89,92.38,0.9,0.0,150.13,0.0,0.0,0.0,102.86,95.89,2.72,68.02,243.74,212.74,109.77,31.97,0.0,0.0,0.0,0.0,1952.27,2.76,0.0,0.0,0.76,3.28,0.0,0.0,51.11,48.69,12.13,-4.59,0.0,-6.89,-3.9,0.91,1.0,1.82,0.0,2.4,0.86,11.15,32.74,1.96,2.44,9.89,36.92,68.04,13.48,0.0,13.3,27.44,2.05,3.5,0.7,0.08,0.03,6017.92,273.54,2515.5,42.08,-1577.68,48.0,6.88,0.77,1423.63,19.21,3975.62,35395.37,10.87,17.55,82.45,-576.76,2311.41,1056.08,1012.52,200.67,0.0,1437.23,22.0,1
345,더라미(주),32860,2016,6,38,53803,"  폐기물 수집, 운반, 처리 및 원료 재생업 ",1997-07-04,0,3223593.0,1059140.0,6397769.0,0.0,14037939.0,3789594.0,2000.0,12847509.0,201608.0,7675562.0,0.0,4294136.0,2744684.0,1198683.0,0.0,36059.0,175241.0,0.0,0.0,498659.0,556294.0,43910.0,476235.0,0.0,476235.0,0.0,29979420.0,30309433.0,-3040959.0,35574.0,0.0,-32658774.0,66851114.0,0.0,66851114.0,1191482.0,1191482.0,104143.0,152868.0,82.0,27928.0,240618.0,70758.0,91377.0,10559.0,34978.0,0.0,114151.0,372719.0,17993.0,197817.0,25382.0,19619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-141.38,-27.27,3.44,24.56,6.65,-1.9,-9.46,-3.2,-3.24,-16.13,-5.43,-27.04,-5.61,-27.94,-4.24,-21.1,93.35,101.9,-3.96,-1.02,1.02,0.14,0.02,0.0,-14.39,105.82,1.67,0.0,0.0,0.96,0.13,6.99,12.01,4.32,5.23,5.23,-11.82,0.0,-136.56,-7.08,0.0,0.0,0.0,1114.95,-119.0,-154.99,447.27,-21.2,88.17,20.14,745.07,70.41,11.83,59.66,40.34,78.03,19.83,16.55,309.49,247.17,28.86,87.55,29.75,1222.27,88.35,7.16,67.61,47.75,70.79,19.86,19.85,59.68,34.21,57.34,-1.81,-4.73,-9.04,-0.12,51.71,6.94,33.87,-58.76,-69.28,-23.7,-13.9,-1.86,1.7,2.95,2.86,2.23,4.23,134.06,2.72,1.93,2.42,9.6,38.01,9.69,1065.7,0.0,10.97,33.28,14.41,16.66,1.46,0.0,0.01,-1706.03,-113.2,2602.13,-69.18,-375.21,59.8,248.43,0.77,2416.2,-4.35,-42.52,-13802.84,-2.55,0.0,0.0,0.0,-3917.0,1191.48,683.44,240.62,0.0,95.43,16.0,0
346,도이치모터스(주),67990,2016,5,45,32902,  자동차 및 부품 판매업 ,2004-12-03,0,57010892.0,13833069.0,38758956.0,0.0,12400957.0,27280724.0,0.0,0.0,1209957.0,73876805.0,0.0,2627177.0,85354417.0,22941380.0,1642845.0,563389.0,6583260.0,1157000.0,0.0,5001889.0,12014844.0,7861104.0,4174159.0,7284.0,7339607.0,36739347.0,13131654.0,37559504.0,-4912018.0,-2534647.0,0.0,26648366.0,673399127.0,0.0,5872463.0,35340334.0,19285467.0,1395491.0,909397.0,1011395.0,65818.0,5457258.0,406094.0,2660472.0,-515675.0,597196.0,0.0,3099718.0,0.0,732020.0,0.0,0.0,399511.0,10.78,74.67,-2.02,58.8,47.08,83.96,15.21,1.67,-140.21,-146.13,-165.18,1.25,4.0,-1.59,16.37,7.14,-0.29,-0.44,-0.3,-0.47,-0.72,-2.69,-3.27,-0.76,-1.16,-14.87,-15.18,92.86,100.29,-0.09,-0.47,0.47,0.0,-0.08,0.0,0.05,100.38,5.19,0.0,0.21,0.47,0.91,17.19,62.82,0.93,1.41,1.44,433.87,0.0,53.46,98.49,0.0,0.0,0.0,25640.3,-79.0,1265.2,2262.98,-74.33,43.84,41.25,123.01,25.76,35.64,19.65,80.35,496.46,181.38,94.46,70.41,41.37,21.13,15.33,0.0,240.22,16.26,6.38,408.93,316.9,85.54,92.03,0.0,-18.43,63.97,325.54,-0.5,0.19,17.75,5.86,23.69,18.69,45.58,4.38,5.51,3.52,2.27,-0.62,1.63,2.64,9.27,51.28,1.98,136.57,2.67,4.22,6.8,11.14,32.78,12.02,271.12,653.61,66.29,5.51,5.35,6.38,1.61,0.0,0.03,54353.58,70.16,899.92,2.54,0.85,44.51,89.79,5.63,415.08,12.54,49.28,1280.65,8.07,65.02,34.98,-5.43,-2551.9,35340.33,3164.76,12145.38,1454.48,6162.87,728.0,0
347,디에스티(주),33430,2012,4,29,32902,  기타 기계 및 장비 제조업 ,1998-05-25,2021/09/02,505604.0,4190225.0,283036.0,0.0,748160.0,30093.0,5572754.0,4154007.0,3906205.0,0.0,0.0,0.0,0.0,0.0,81598.0,0.0,1075253.0,17500.0,0.0,1585699.0,352407.0,225127.0,3047.0,0.0,3047.0,0.0,20808157.0,1081857.0,-1213113.0,0.0,0.0,-8289868.0,8322837.0,180184.0,0.0,736159.0,584896.0,27277.0,102384.0,15932.0,65058.0,198251.0,112207.0,467056.0,15020.0,35076.0,0.0,1205171.0,7292.0,0.0,0.0,0.0,0.0,-13.27,-40.88,-40.16,-39.78,53.81,0.0,-27.81,7.41,0.0,0.0,0.0,-790.59,-30.77,55.15,22.6,9.64,-33.2,-77.83,-7.84,-7.84,-18.38,-18.31,-42.92,-27.85,-65.28,-14.47,-33.92,90.36,133.2,-44.63,-13.89,13.89,-1.13,0.18,0.0,-15.1,147.08,5.98,0.0,0.0,9.4,3.88,77.55,183.54,5.74,9.8,9.37,-33.36,0.0,-65.51,-49.61,0.0,0.0,0.0,207.14,-170.0,5.94,314.5,-68.77,50.23,0.0,100.91,50.23,49.77,38.66,61.34,60.81,128.75,100.07,99.93,99.93,3.07,0.0,0.0,17.13,0.0,0.0,158.67,130.02,73.98,28.66,0.0,-0.03,36.08,93.34,-2.39,-4.6,-21.21,-0.33,162.98,260.39,108.02,-6.2,-10.53,-3.8,-14.95,-2.39,0.24,0.84,0.55,0.44,0.41,7.37,49.51,0.61,0.62,35.9,10.17,47.43,147.56,0.0,5.72,63.76,0.38,70.64,0.32,0.03,0.04,-3892.32,-432.48,924.76,-307.02,-719.71,81.8,9.73,0.0,3636.85,-11.89,-4445.89,-43248005.11,-46.77,0.0,0.0,0.0,-6477.43,736.16,1156.33,215.07,0.0,477.56,9.0,0
348,디에스티(주),33430,2014,4,29,74607,  기타 기계 및 장비 제조업 ,1998-05-25,2021/09/02,518521.0,7997520.0,10097255.0,0.0,1387084.0,1184954.0,8413427.0,2759666.0,3441872.0,1515784.0,0.0,0.0,0.0,0.0,0.0,0.0,298743.0,0.0,0.0,3904189.0,2155440.0,652775.0,2750.0,0.0,4677747.0,52539668.0,59051354.0,1156458.0,-1213113.0,704151.0,0.0,-31832091.0,34617033.0,888784.0,28092114.0,894642.0,852422.0,42220.0,118397.0,18568.0,106713.0,140687.0,57927.0,226041.0,17184.0,34793.0,0.0,373401.0,3310123.0,2201907.0,97857.0,69916.0,-709355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.77,-26.61,8.14,-3.68,-21.52,-55.56,-2.9,-4.11,-10.62,-18.9,-48.58,-6.64,-17.15,-12.61,-32.2,103.68,121.52,-36.09,-33.27,4.19,-0.09,0.05,0.0,-9.82,144.74,1.55,0.0,0.0,2.51,0.39,0.29,0.35,1.02,3.12,3.12,-31.67,0.0,-66.99,-47.89,0.0,0.0,0.0,306.15,-182.0,39.89,377.38,-65.87,15.68,6.01,18.59,14.74,84.32,21.76,78.24,66.27,387.48,114.12,60.05,56.44,1.1,31.0,0.0,13.56,34.93,228.59,359.53,119.98,21.0,239.56,0.0,-10.43,64.69,297.29,-2.04,-12.74,-10.17,-0.31,82.03,441.16,323.92,3.18,3.85,2.49,13.03,-5.13,0.19,0.31,0.88,0.59,0.24,8.87,41.17,1.22,1.3,20.27,18.01,22.84,0.0,0.0,65.38,5.58,0.23,0.92,0.46,0.01,0.0,-17228.22,-762.21,383.82,-156.55,-921.8,52.63,1.71,0.0,5975.53,-9.51,-45.96,0.0,-49.77,0.0,0.0,0.0,-19941.16,894.64,1451.56,140.69,0.0,226.04,17.0,1
349,디에스티(주),33430,2015,4,29,74607,  기타 기계 및 장비 제조업 ,1998-05-25,2021/09/02,437764.0,32276589.0,19821354.0,0.0,1697498.0,10987449.0,17948594.0,2834726.0,7771056.0,344198.0,0.0,0.0,6709458.0,587547.0,1318370.0,23676.0,516081.0,0.0,0.0,3919822.0,9589814.0,356040.0,2750.0,0.0,4883459.0,30457342.0,70757525.0,1473759.0,-1213113.0,925094.0,0.0,-52356460.0,29130408.0,0.0,16648202.0,1560755.0,875875.0,53191.0,108217.0,16275.0,31693.0,99679.0,84080.0,251706.0,0.0,61252.0,9916.0,27404.0,2637122.0,2673731.0,243535.0,41164.0,-459317.0,-3.77,-11.24,-2.08,-28.37,128.59,-74.7,-39.61,-15.85,0.0,0.0,0.0,0.0,-41.18,214.17,-4.06,-23.5,-40.76,-74.94,-5.18,-6.68,-12.28,-31.61,-65.4,-8.87,-16.3,-18.29,-31.62,123.5,140.76,-35.76,-18.78,7.09,-0.15,0.0,0.0,-11.12,101.54,3.55,0.0,0.0,4.7,0.58,0.33,0.94,1.47,7.84,5.34,-64.89,0.0,-236.23,-196.04,0.0,0.0,0.0,222.43,-160.0,114.45,169.81,-90.65,37.24,0.67,59.34,36.99,62.76,20.49,79.51,33.4,306.26,163.27,60.49,60.09,0.35,242.08,0.0,26.68,317.5,907.31,387.99,300.42,49.6,87.57,0.0,-24.32,34.67,169.18,-2.5,-9.79,-19.41,-0.48,160.15,449.88,534.54,7.04,16.14,5.59,33.47,-5.75,0.16,0.22,0.78,0.45,0.21,7.45,49.02,0.62,0.64,27.23,13.41,31.57,0.0,0.0,36.98,9.87,0.22,0.82,0.24,0.02,0.0,-18268.7,-2215.9,1205.83,-66.33,-2404.3,50.49,12.55,7.92,5972.68,-10.48,-55.24,-1423.03,-62.71,0.0,0.0,0.0,-22288.92,1560.75,2066.39,138.61,0.0,254.47,10.0,1
350,삼영이엔씨(주),65570,2012,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2003-01-21,0,3847466.0,167479.0,22560203.0,0.0,24798931.0,5222.0,167479.0,1869656.0,1879365.0,758428.0,7663114.0,9747018.0,2771742.0,3603584.0,2956174.0,0.0,0.0,416651.0,0.0,1478673.0,234474.0,964609.0,2592776.0,0.0,2592776.0,0.0,4400000.0,0.0,-2562445.0,0.0,1241891.0,49372295.0,43431841.0,39769487.0,0.0,6450836.0,3092063.0,170869.0,403766.0,175520.0,505685.0,39314.0,96118.0,120023.0,60951.0,176137.0,275425.0,1919881.0,0.0,0.0,408099.0,846132.0,916925.0,10.17,27.38,0.0,13.43,9.1,5.44,10.85,-1.34,1.89,-7.87,-7.87,-17.18,15.87,-14.85,-6.99,47.35,22.77,17.62,14.5,14.48,11.21,17.22,13.32,14.59,11.29,224.78,173.95,52.65,77.23,-3.04,-2.99,0.56,-2.43,0.14,10.7,11.57,80.4,18.35,0.0,0.0,0.69,6.16,12.95,32.98,2.25,5.14,6.22,1331.14,100.0,81.73,96.96,39.61,2.89,22.77,4935.44,922.0,596.63,5718.22,1123.92,74.47,46.63,291.68,39.75,25.53,84.38,15.62,1372.9,30.26,30.26,476.71,254.43,34.4,90.73,59.01,1525.31,281.64,5.95,18.51,18.51,0.0,0.0,0.0,58.85,6.84,8.11,39.23,36.18,81.81,13.31,117.63,39.59,163.79,44.62,101.84,6.97,11.49,40.6,0.64,0.64,0.76,9.87,4.01,20.39,17.9,0.85,1.62,1.79,203.53,6.09,4.84,5.35,2.02,180.9,2.53,5.28,0.71,0.0,0.0,17430.48,59.69,148.74,33.87,26.21,22.09,31.58,3.41,245.18,24.35,189.04,1751.95,40.13,37.01,62.99,43.91,8570.79,6450.84,243.62,0.0,0.0,2165.23,292.0,1
351,삼영이엔씨(주),65570,2013,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2003-01-21,0,3970313.0,199379.0,23797883.0,0.0,26632538.0,11225.0,199379.0,1718891.0,1730918.0,1260588.0,8920062.0,10479459.0,3039363.0,3603584.0,2908173.0,0.0,0.0,416651.0,0.0,1472201.0,387868.0,1113611.0,1295039.0,0.0,1295039.0,3325000.0,4400000.0,6324000.0,0.0,0.0,1416191.0,54944512.0,44909227.0,40519729.0,0.0,6694561.0,3024956.0,163878.0,400263.0,231644.0,506665.0,45600.0,109377.0,123812.0,180195.0,181932.0,290269.0,1556480.0,0.0,0.0,346651.0,444264.0,1116174.0,8.93,43.4,0.0,23.35,3.99,3.55,16.03,3.4,-7.76,-2.15,-2.15,9.52,-7.53,11.83,12.23,43.82,20.32,16.68,12.21,12.2,10.01,13.98,11.48,12.27,10.07,207.35,170.22,56.18,79.68,-1.15,-0.93,0.23,-0.7,0.4,12.97,10.15,81.05,18.19,0.0,0.0,0.28,6.1,11.81,27.25,1.09,3.49,2.82,1493.04,0.0,78.39,93.72,42.0,2.64,24.67,5103.32,870.0,704.46,6769.19,1036.74,71.09,46.43,245.9,38.08,28.91,89.88,10.12,1593.04,32.16,30.71,1213.99,650.32,86.94,92.4,50.6,1615.66,243.66,5.72,11.26,6.52,0.0,4.74,6.54,65.23,4.26,4.74,78.71,83.83,84.24,14.93,121.08,45.45,172.8,72.54,172.17,7.34,12.75,87.81,0.6,0.6,0.69,10.21,4.71,30.44,11.99,0.83,1.54,1.78,205.63,5.05,4.44,7.13,1.94,188.32,2.2,4.0,0.72,0.0,0.0,17651.02,65.37,166.33,33.79,27.74,24.79,48.97,3.07,288.83,22.63,133.5,2128.07,39.3,37.93,62.07,42.43,8605.69,6694.56,103.9,0.0,0.0,2246.87,270.0,1
352,삼영이엔씨(주),65570,2014,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2003-01-21,0,4542927.0,176881.0,26434060.0,0.0,28399100.0,28618.0,176881.0,1060097.0,1071105.0,1494136.0,8735334.0,9634359.0,3039363.0,11115524.0,3279412.0,0.0,0.0,416651.0,0.0,1762851.0,822444.0,1212333.0,2279589.0,0.0,2279589.0,4630000.0,4400000.0,6324000.0,0.0,0.0,1600991.0,60184379.0,42752811.0,34159724.0,0.0,7492495.0,3099036.0,205604.0,418067.0,248332.0,465836.0,42410.0,100179.0,121018.0,110242.0,172147.0,283332.0,867617.0,0.0,0.0,325333.0,13257.0,1341782.0,12.81,37.88,0.0,24.15,8.2,7.86,7.74,-4.8,-13.25,-2.9,-2.9,0.72,4.07,-8.53,7.54,41.34,18.51,17.01,9.55,9.54,8.76,10.87,9.99,9.58,8.81,179.87,165.29,58.66,81.49,1.64,1.6,0.13,1.73,0.26,15.58,8.83,80.47,21.11,0.0,0.0,0.16,6.59,9.78,22.35,0.54,1.21,1.5,1616.33,0.0,79.7,94.17,42.0,2.45,25.41,4858.27,826.0,915.39,7325.34,899.35,68.19,46.28,214.32,36.63,31.81,85.84,14.16,1716.33,37.06,34.8,795.32,427.23,60.23,92.79,52.94,1461.37,262.64,6.35,16.5,9.99,14.84,6.51,9.38,59.61,6.18,7.2,120.26,156.73,80.84,16.16,135.0,59.1,204.75,57.2,131.09,8.1,16.67,143.07,0.52,0.52,0.59,9.72,4.2,26.43,13.81,0.74,1.38,1.6,228.4,4.37,4.25,6.19,1.73,211.51,1.69,2.72,0.67,0.0,0.0,18501.65,65.84,152.15,28.16,25.88,26.66,64.88,4.39,313.09,21.03,101.49,1500.0,43.28,40.5,59.5,39.31,8614.45,7492.5,55.32,0.0,0.0,2339.39,281.0,1
353,삼영이엔씨(주),65570,2015,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2003-01-21,0,12132027.0,116510.0,20340945.0,0.0,23353456.0,52282.0,116510.0,634387.0,648155.0,1217884.0,10433257.0,10999229.0,3039363.0,11138524.0,3279412.0,0.0,0.0,359583.0,0.0,1040728.0,333606.0,1146736.0,1770709.0,0.0,1770709.0,3554000.0,4400000.0,6324000.0,0.0,0.0,1785791.0,63412695.0,34723218.0,28652134.0,0.0,7339740.0,3211812.0,179838.0,365979.0,249351.0,195309.0,23835.0,66902.0,141924.0,62280.0,228505.0,189278.0,1912374.0,0.0,0.0,123585.0,5800.0,665341.0,0.58,-3.44,0.0,1.39,0.21,-3.19,4.52,-18.78,-37.72,-27.66,-27.66,-9.83,-5.69,-13.88,3.88,43.22,14.19,15.15,5.62,5.59,5.96,6.38,6.81,5.62,6.0,112.02,119.57,56.78,85.81,2.87,2.76,0.36,3.11,0.18,11.23,6.1,83.58,24.34,0.0,0.0,0.41,7.77,8.72,25.75,1.13,3.28,3.02,1693.9,0.0,80.34,94.43,46.2,2.58,38.64,3945.82,598.0,1461.95,7588.71,560.11,67.93,44.71,211.84,37.56,32.07,89.19,10.81,1793.9,35.95,34.39,1006.42,556.45,203.11,71.83,49.64,1855.03,171.91,3.87,12.11,7.57,23.24,4.55,6.63,61.18,5.23,5.87,32.47,48.64,84.22,16.94,172.94,81.17,252.96,109.4,225.92,11.82,30.12,39.62,0.39,0.4,0.45,7.89,3.15,24.77,14.74,0.58,1.06,1.27,287.18,3.3,3.37,5.36,1.54,236.87,1.23,1.94,0.52,0.0,0.0,15733.33,59.37,131.03,18.6,19.85,27.7,66.43,4.02,333.94,17.78,89.38,1476.38,45.31,46.65,53.35,33.44,5926.46,7339.74,124.4,0.0,0.0,2342.74,265.0,1
354,삼영이엔씨(주),65570,2016,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2003-01-21,0,11066464.0,158790.0,20361451.0,0.0,24023455.0,229355.0,0.0,2019807.0,2032127.0,1960942.0,9503519.0,10309189.0,2827992.0,11138524.0,3544712.0,0.0,0.0,541923.0,0.0,1271469.0,234661.0,1141122.0,1745394.0,0.0,1745394.0,2478000.0,4400000.0,6324000.0,0.0,0.0,1989071.0,68732359.0,35840213.0,31142359.0,0.0,7190985.0,3206972.0,188201.0,370933.0,272149.0,202014.0,37124.0,58658.0,152311.0,23936.0,222631.0,234546.0,-113082.0,0.0,0.0,311420.0,3646.0,1251839.0,5.2,-3.92,0.0,3.25,6.13,12.28,6.61,3.22,62.15,43.61,43.61,20.51,-3.02,6.43,1.02,46.23,22.3,21.08,8.92,8.8,8.32,9.8,9.27,8.88,8.39,181.65,171.72,53.77,77.7,2.27,2.12,0.01,2.13,0.07,14.21,8.32,76.3,25.35,0.0,0.0,0.01,8.41,8.67,28.15,0.03,3.04,2.64,1812.54,0.0,81.68,94.77,51.0,2.67,29.7,4072.75,859.0,681.91,7995.23,908.24,68.53,47.3,217.73,36.11,31.47,90.39,9.61,1912.54,34.82,33.82,986.17,519.67,171.06,66.71,52.64,1583.37,182.3,4.21,10.63,7.69,30.28,2.94,4.32,61.58,3.82,4.22,74.05,3217.5,85.66,18.13,172.87,80.47,257.42,105.43,265.42,10.13,26.32,2918.83,0.39,0.4,0.44,8.15,3.87,31.0,11.77,0.58,1.07,1.26,290.53,3.22,3.36,5.32,1.82,200.82,1.24,2.08,0.53,0.0,0.0,18387.65,71.55,139.46,31.1,29.4,27.98,65.81,4.55,362.25,19.75,108.72,1572.02,51.3,39.11,60.89,41.09,8807.58,7190.98,2.74,0.0,0.0,2386.34,257.0,1
